ㄧ,一
ㄈㄟˊ,蟦
ㄔㄢˊ,蟬
ㄆㄢˊ,蟠
ㄐㄧㄠˇ,蟜
ㄐㄧˇ,蟣
ㄕㄢˋ,蟺
ㄗ,蠀
ㄗㄜˊ,蠌
ㄓㄨˊ,蠋
ㄔㄢˊ,蟾
ㄔㄞˋ,蠆
ㄒㄧㄝˋ,蟹
ㄒㄧㄤˋ,蠁
ㄌㄨㄛˇ＊ㄌㄨㄛˊ,蠃
ㄆㄧㄣˊ,蠙
ㄖㄨˊ,蠕
ㄇㄥˊ,蠓
ㄏㄨㄛˋ,蠖
1.ㄌㄧˇ2.ㄌㄧˊ,蠡
1.ㄕㄤˋ2.ㄖㄤˇ,蠰
ㄐㄩㄢ,蠲
ㄒㄧ,蠵
ㄐㄩㄝˊ,蠼
ㄓㄨˊ,蠾
ㄒㄧㄝˇ,血
ㄆㄟ,衃
1.ㄒㄧㄥˊ2.ㄒㄧㄥˋ3.ㄏㄤˊ4.ㄏㄤˋ,行
ㄧㄢˇ,衍
ㄕㄨˋ＊ㄙㄨㄟˋ,術
ㄌㄨㄥˋ,衖
ㄊㄨㄥˊ,衕
1.ㄧㄚˊ2.ㄩˊ,衙
1.ㄔㄨㄥ2.ㄔㄨㄥˋ,衝
1.ㄧ2.ㄧˋ,衣
ㄧˊ,衪
ㄔㄚˋ,衩
ㄑㄧㄣ,衾
1.ㄕㄨㄞ2.ㄘㄨㄟ,衰
ㄓㄨㄥ,衷
ㄋㄧˋ,衵
ㄑㄧˊ,衹
ㄐㄧㄣ,衿
ㄇㄠˋ,袤
ㄅㄠˋ＊ㄆㄠˊ,袌
ㄆㄢˋ,袢
1.ㄇㄛˋ2.ㄨㄚˋ,
ㄧˊ,袘
ㄍㄡ,袧
ㄅㄟˋ＊ㄆㄧ,被
ㄆㄚˋ,袙
ㄓㄣˇ,袗
ㄍㄨㄟ＊ㄍㄨㄚˋ,
ㄐㄧㄝˊ,袺
ㄓㄨ,袾
ㄌㄨㄛˋ,袼
ㄐㄧㄚˊ,袷
ㄧˋ,裛
ㄆㄡˊ,裒
ㄍㄜˊ,
ㄌㄧˇ,裡
ㄔㄥˊ,裎
1.ㄔㄤˊ2.˙ㄕㄤ,裳
ㄆㄟˊ,裴
ㄩㄢ,裷
ㄐㄩ,裾
ㄧㄢˇ,裺
1.ㄒㄧˊ2.ㄊㄧˋ,裼
1.ㄔㄡˊ2.ㄉㄠ,裯
1.ㄅㄧˋ2.ㄆㄧˊ,裨
ㄔㄨˇ,褚
1.ㄧㄡˋ2.ㄒㄧㄡˋ,褎
ㄏㄨㄟ,褘
ㄅㄧㄢˇ,褊
1.ㄩˊ2.ㄊㄡˊ,褕
ㄊㄨㄣˋ,褪
ㄋㄞˋ,褦
ㄔˇ,褫
1.ㄉㄧㄝˊ2.ㄓㄜˊ3.ㄓㄜˇ4.ㄒㄩㄝˊ,褶
ㄌㄩˇ,褸
ㄕㄢ,襂
ㄖㄠˊ,襓
ㄆㄨˊ,襆
ㄓㄢˋ＊ㄊㄢˇ,襢
ㄗㄜˊ,襗
1.ㄕㄨˊ2.ㄉㄨˊ,襡
ㄔㄢ,襜
ㄌㄧㄢˋ,襝
ㄍㄨㄟˋ,襘
ㄅㄞˇ,襬
ㄒㄧㄢ,襳
ㄉㄞˋ,襶
ㄕ,襹
ㄧㄚˋ,襾
ㄒㄧ,西
1.ㄧㄠˋ2.ㄧㄠ,要
ㄈㄥˇ,覂
1.ㄊㄢˊ2.ㄑㄧㄣˊ,覃
ㄐㄧㄢˋ＊ㄒㄧㄢˋ,見
ㄍㄨㄟ,規
ㄇㄧㄝˋ,覕
ㄕˋ,視
ㄓㄢ,覘
ㄊㄧㄠˋ,覜
ㄇㄛˋ,覛
1.ㄑㄧㄣ2.ㄑㄧㄥˋ,親
ㄩˊ,覦
ㄇㄧㄥˊ,覭
ㄐㄧㄣˋ,覲
1.ㄐㄩㄝˊ2.ㄐㄧㄠˋ,覺
ㄉㄧˊ,覿
1.ㄍㄨㄢ2.ㄍㄨㄢˋ,觀
1.ㄐㄧㄠˇ2.ㄐㄩㄝˊ3.ㄌㄨˋ,角
ㄐㄩㄝˊ,觖
ㄘㄨ,觕
ㄏㄨㄚˋ,觟
1.ㄐㄧㄝˇ2.ㄐㄧㄝˋ3.ㄒㄧㄝˋ,解
ㄗ,觜
ㄐㄧ,觭
ㄓㄚ,觰
1.ㄏㄨˊ2.ㄑㄩㄝˋ,觳
ㄓˋ,觶
ㄧˊ,觺
ㄌㄨˋ,觻
ㄒㄧ,觿
ㄧㄢˊ,言
ㄉㄧㄥˋ,訂
ㄏㄨㄥ,訇
ㄑㄧㄡˊ,訄
ㄐㄧㄝˊ,訐
ㄧˊ＊ㄊㄨㄛ,訑
ㄕㄢˋ,訕
ㄈㄤˇ,訪
ㄋㄜˋ,訥
1.ㄔㄠ2.ㄇㄧㄠˇ,訬
ㄒㄩˇ,許
ㄓㄨㄣˋ,訰
ㄒㄧㄣ,訢
ㄙㄨㄥˋ,訟
ㄓㄥˋ,証
ㄍㄨˇ,詁
ㄓㄠˋ,詔
ㄗㄨˇ,詛
ㄓㄢ＊ㄔㄜˋ,詀
ㄒㄩㄥˋ,詗
ㄑㄩ＊ㄔㄨˋ,詘
ㄧˊ＊ㄉㄞˋ,詒
ㄧˋ,詄
ㄓㄚˋ,詐
ㄌㄧㄥˊ,詅
ㄓㄣˇ,診
ㄔㄡˊ,詶
ㄒㄧㄤˊ,詳
ㄍㄨㄚˋ,詿
ㄉㄨㄥˋ,詷
1.ㄉㄧㄠˋ2.ㄊㄧㄠˇ,誂
ㄔˇ,誃
ㄕㄣ,詵
ㄜˋ,詻
ㄍㄡˋ,詬
ㄗˇ,訾
ㄓㄢ,詹
1.ㄩˇ2.ㄩˋ,語
ㄨ,誣
ㄒㄧ,誒
ㄏㄨㄟˋ,誨
ㄧㄡˋ,誘
ㄎㄨㄤˊ,誑
1.ㄕㄨㄛ2.ㄕㄨㄟˋ＊ㄩㄝˋ,說
ㄧˋ,誼
ㄓㄨㄣ,諄
ㄌㄧㄤˋ,諒
ㄙㄨㄟˋ,誶
ㄒㄧㄢˊ,誸
1.ㄑㄧㄥˇ2.ㄐㄧㄥˋ,請
ㄗㄡ,諏
ㄐㄧㄢˋ,諓
1.ㄊㄧㄠˊ2.ㄉㄧㄠˋ,調
ㄈㄟˇ,誹
ㄨㄟˇ,諉
ㄕㄟˊ,誰
ㄓㄥ,諍
1.ㄌㄨㄣˋ2.ㄌㄨㄣˊ,論
ㄓㄨ,諸
ㄩˊ,諛
ㄒㄩㄢ,諠
ㄉㄧˋ,諦
ㄢ,諳
ㄏㄨㄣˋ,諢
ㄧㄢˋ,諺
ㄒㄩˇ,諝
ㄒㄧˇ,諰
ㄆㄧㄢˊ,諞
ㄈㄥˋ,諷
ㄒㄩㄢ,諼
ㄏㄜˋ,謞
ㄇㄧˊ,謎
ㄐㄧㄤˇ,講
ㄗㄡ,謅
ㄒㄧㄠˇ,謏
ㄒㄧˋ,謑
ㄑㄧㄢ＊ㄑㄧㄝˋ,謙
ㄊㄧˊ,謕
ㄧㄥˊ,謍
ㄆㄛˋ,謈
1.ㄩˊ2.ㄒㄩ,謣
ㄇㄧㄡˋ,謬
ㄌㄡˊ,謱
1.ㄇㄢˊ2.ㄇㄢˋ,謾
ㄗㄨˇ,謯
ㄏㄨ,謼
ㄇㄛˊ,謨
ㄠˊ,謷
ㄑㄧㄥˋ,謦
1.ㄕˋ2.ㄓˋ,識
ㄓㄨㄢˋ,譔
ㄋㄠˊ,譊
ㄇㄛˊ,譕
ㄑㄧㄠˊ＊ㄑㄧㄠˋ,譙
ㄆㄨˇ,譜
ㄧˋ,議
ㄗㄠˋ,譟
ㄑㄧㄢˇ,譴
ㄞˋ,譺
ㄩˋ,譽
1.ㄉㄨˊ2.ㄉㄡˋ,讀
ㄒㄩㄢˋ,讂
ㄓㄜˊ,讘
ㄧㄢˋ,讞
1.ㄍㄨˇ2.ㄩˋ,谷
ㄐㄩㄝˊ,谻
ㄏㄨㄥ,谾
1.ㄏㄨㄛˋ2.ㄏㄨㄚˊ,豁
ㄒㄧ,谿
ㄉㄡˋ,豆
ㄑㄧˇ＊ㄎㄞˇ,豈
ㄔˇ,豉
ㄐㄧㄢ,豜
ㄊㄨㄣˊ,豚
ㄐㄩˋ,豦
ㄒㄧ,豨
ㄓㄨ,豬
ㄩˋ,豫
ㄏㄨㄢˊ,豲
ㄅㄧㄣ,豳
ㄓˋ,豸
1.ㄢˋ2.ㄏㄢˋ,豻
ㄏㄜˊ＊ㄇㄛˋ,貉
ㄌㄧˊ,貍
ㄇㄠ,貓
ㄔㄨ,貙
ㄐㄩˋ,貗
ㄓㄣ,貞
ㄧˊ,貤
ㄗㄜˊ＊ㄓㄞˋ,責
ㄍㄨㄢˋ,貫
ㄊㄢ,貪
ㄎㄨㄤˋ,貺
ㄈㄟˋ,費
1.ㄅㄧˋ2.ㄅㄣ,賁
ㄕˋ,貰
ㄇㄠˋ,貿
ㄉㄞˋ,貸
ㄗㄟˊ,賊
ㄏㄨㄟˋ,賄
ㄗ,資
1.ㄐㄧㄚˇ2.ㄍㄨˇ＊ㄐㄧㄚˋ,賈
ㄌㄧㄣˋ   ,賃
ㄓㄣˋ,賑
ㄅㄧㄣ,賓
ㄙˋ,賜
ㄒㄧㄢˊ,賢
ㄌㄞˋ,賚
1.ㄓˊ2.ㄓˋ,質
ㄓㄨㄢˋ,賺
ㄕㄥˋ,賸
ㄍㄢˋ,贛
ㄊㄨㄥˊ,赨
ㄒㄧˋ,赩
ㄏㄜˋ,赫
ㄗㄡˇ,走
ㄐㄧㄡ,赳
1.ㄑㄧㄢˊ2.ㄍㄢˇ,赶
ㄩㄝˋ,越
ㄐㄩ,趄
ㄔㄣˋ,趁
ㄗ,趑
ㄑㄩ,趍
ㄓㄠˋ,趙
ㄑㄩˋ＊ㄘㄨˋ,趣
ㄊㄤˋ,趟
ㄓㄨㄛˊ,趠
ㄘㄨㄟˇ,趡
ㄑㄩ＊ㄘㄨˋ,趨
ㄑㄧㄠ,趬
ㄑㄧㄠˊ,趫
ㄐㄧㄠˋ,趭
ㄊㄧˋ,趯
ㄗㄢˇ,趲
1.ㄗㄨˊ2.ㄐㄩˋ,足
ㄅㄠˋ,趵
ㄐㄧㄢˇ,趼
ㄐㄩㄝˊ,趹
ㄑㄧˊ＊ㄑㄧˋ,跂
1.ㄙㄚˋ2.ㄊㄚ,趿
ㄔˋ,跇
ㄓˊ,跖
ㄅㄚˊ,跋
ㄊㄧㄝ,跕
ㄆㄠˇ＊ㄆㄠˊ,跑
1.ㄅㄛˇ2.ㄅㄧˋ,跛
ㄕㄢ,跚
ㄈㄨ,跗
ㄐㄧㄠ,跤
ㄆㄧㄢˊ,跰
ㄎㄨㄟˇ,跬
ㄓㄨㄞˇ,跩
ㄘˇ,跐
ㄊㄧㄠˋ,跳
ㄓㄨ,跦
ㄉㄨㄛˋ,跺
ㄍㄨㄟˋ,跪
ㄒㄧㄢˇ,跣
ㄌㄨˋ,路
ㄑㄩㄢˊ,跧
ㄐㄧㄚˊ,跲
ㄑㄩㄥˊ,跫
1.ㄌㄧㄤˊ2.ㄌㄧㄤˋ,踉
ㄐㄩˊ,跼
1.ㄘㄨㄣ2.ㄑㄩㄣ,踆
ㄒㄩㄝˊ,踅
ㄨㄢˇ,踠
ㄅㄛˊ,踣
ㄗㄨˊ,踤
ㄐㄩˋ,踞
ㄑㄧˊ,踑
ㄐㄧˊ,踖
ㄐㄧㄢˋ,踐
1.ㄐㄧˇ2.ㄧˇ＊ㄑㄧˊ,踦
ㄏㄨㄞˊ,踝
ㄊㄧ,踢
1.ㄘㄨˋ2.ㄉㄧˊ,踧
ㄓㄨㄛˊ,踔
ㄘㄞˇ,踩
ㄆㄧㄢˊ,蹁
ㄊㄧˊ,蹄
ㄖㄡˊ,蹂
ㄔㄨㄣˇ,踳
ㄉㄧㄝˊ,蹀
ㄉㄧˋ,踶
ㄉㄤˋ,踼
ㄔㄨㄞˋ,踹
ㄩˊ,踰
ㄐㄧㄢˇ,蹇
ㄓㄢˇ,蹍
ㄒㄧ,蹊
1.ㄑㄧㄤ2.ㄑㄧㄤˋ,蹌
ㄓˊ,蹢
ㄇㄢˊ,蹣
ㄉㄞˋ,蹛
ㄑㄧㄤ,蹡
ㄓㄢˋ,蹔
ㄘㄨˋ,蹙
ㄘㄨˋ,蹴
ㄉㄨㄣ,蹲
ㄉㄥˋ,蹬
ㄐㄩㄝˊ,蹶
ㄆㄨˊ,蹼
1.ㄑㄧㄠ2.ㄐㄧㄠˇ3.ㄐㄩㄝˊ,蹻
ㄔㄨˊ,躇
ㄓㄨˊ,躅
ㄐㄧ,躋
ㄩㄝˋ,躍
1.ㄌㄧˋ2.ㄌㄨㄛˋ,躒
ㄖㄤˇ,躟
ㄙㄚˋ,躠
ㄐㄧˊ,躤
ㄗㄨㄢ,躦
1.ㄕㄣ2.ㄐㄩㄢ,身
1.ㄐㄩ2.ㄔㄜ,車
1.ㄧㄚˋ2.ㄍㄚˊ,軋
ㄒㄩㄢ,軒
ㄩㄝˋ,軏
ㄉㄞˋ,軑
ㄎㄜ＊ㄎㄜˇ,軻
ㄧㄠˊ,軺
ㄅㄚˊ,軷
ㄓㄡˊ,軸
ㄧˋ,軼
ㄑㄩˊ,軥
ㄈㄨˇ,軵
ㄈㄢˋ,軬
ㄐㄧㄠˋ,較
ㄎㄞˇ,輆
1.ㄆㄧㄥˊ2.ㄆㄥ,軿
1.ㄗㄞˋ2.ㄗㄞˇ,載
ㄍㄨㄥˇ,輁
ㄌㄨˋ,輅
ㄑㄩㄢˊ,輇
ㄨㄢˋ,輐
ㄑㄩㄣ,輑
ㄑㄧㄥ,輕
ㄨㄢˇ,輓
ㄔㄨㄛˋ,輟
ㄌㄧㄤˋ,輛
ㄌㄧㄥˊ,輘
ㄍㄨㄛˇ,輠
ㄌㄨㄣˊ,輪
ㄗ,輜
ㄋㄧㄢˇ,輦
ㄧㄡˊ,輶
ㄍㄜˊ,輵
ㄔㄨㄢˊ,輲
ㄕㄨ,輸
ㄒㄧㄚˊ,轄
ㄓㄢˇ＊ㄋㄧㄢˇ,輾
ㄨㄣ,轀
1.ㄍㄨˇ2.ㄍㄨ,轂
1.ㄓㄨㄢˇ2.ㄓㄨㄢˋ,轉
1.ㄔㄜˋ2.ㄓㄜˊ,轍
ㄐㄧㄡ,轇
ㄌㄧㄣˊ,轔
ㄌㄠˇ,轑
ㄅㄨˊ,轐
ㄐㄧㄠˋ,轎
ㄧˇ,轙
ㄎㄢˇ,轗
ㄏㄨㄢˊ,轘
ㄉㄨㄟˋ,轛
ㄩˊ,轝
ㄆㄟˋ,轡
1.ㄅㄧˋ2.ㄆㄧˋ＊ㄆㄧˋ,辟
ㄅㄧㄢˋ,辨
ㄅㄧㄢˋ,辯
ㄖㄨˋ,辱
ㄓㄣˇ,辴
ㄩ,迂
ㄧˊ,迆
ㄑㄧˋ,迄
ㄒㄩㄣˊ,巡
ㄨㄤˋ,迋
ㄨˇ,迕
ㄧㄥˊ,迎
ㄐㄧㄣˋ,近
ㄓˋ,迣
ㄐㄧㄚ,迦
ㄐㄩㄥˇ,迥
ㄧˊ,迤
ㄗㄜˊ,迮
ㄆㄛˋ,迫
ㄅㄥˋ,迸
1.ㄆㄤˊ2.ㄈㄥˊ,逄
ㄊㄨㄟˋ,退
ㄉㄨㄥˋ,迵
ㄍㄨㄚ,适
1.ㄓㄨㄟ2.ㄉㄨㄟ,追
ㄏㄡˋ,逅
ㄓㄜˋ,這
ㄊㄨㄥ,通
ㄌㄧㄢˊ,連
ㄔㄥˇ,逞
ㄑㄩㄣ,逡
ㄗㄠˋ,造
ㄊㄡˋ,透
1.ㄈㄥˊ2.ㄆㄥˊ,逢
ㄍㄨㄤˋ,逛
1.ㄉㄞˋ2.ㄉㄞˇ,逮
ㄅㄧㄢˋ,遍
ㄑㄧㄡˊ,遒
ㄉㄠˋ,道
ㄙㄨㄟˋ,遂
ㄉㄚˊ,達
ㄅㄧ,逼
1.ㄍㄨㄛˋ2.ㄍㄨㄛ,過
ㄉㄨㄣˋ,遁
1.ㄩㄢˇ2.ㄩㄢˋ,遠
ㄒㄩㄣˋ,遜
ㄑㄧㄢˇ,遣
ㄌㄧㄡˋ,遛
ㄉㄧˋ,遞
1.ㄕˋ2.ㄉㄧˊ＊ㄓㄜˊ,適
ㄓㄜ,遮
ㄉㄧˋ,遰
ㄌㄧㄣˊ,遴
ㄒㄩㄢˇ,選
1.ㄔˊ2.ㄓˋ,遲
ㄖㄠˋ,遶
ㄨˋ,遻
1.ㄧˊ2.ㄨㄟˋ,遺
ㄊㄥˊ,邆
ㄓㄢ,邅
ㄅㄧˋ,避
1.ㄏㄨㄢˊ2.ㄏㄞˊ＊ㄒㄩㄢˊ,還
1.ㄌㄚ2.ㄌㄧㄝˋ,邋
ㄩㄥ,邕
ㄇㄤˊ,邙
ㄏㄢˊ,邗
ㄎㄤˋ,邟
ㄈㄤ,邡
1.ㄋㄚˋ2.ㄋㄚˇ3.ㄋㄚ＊˙ㄋㄚ＊ㄋㄨㄛˊ,那
ㄒㄧㄥˊ,邢
1.ㄒㄧㄝˊ2.ㄧㄝˊ,邪
ㄅㄧㄥˇ,邴
ㄅㄟˋ,邶
ㄊㄞˊ,邰
ㄒㄩㄣˊ,郇
ㄏㄜˊ,郃
ㄈㄨˇ,郙
ㄏㄠˇ,郝
ㄔ,郗
ㄍㄠˋ,郜
ㄈㄨˊ,郛
ㄅㄨˋ,部
ㄑㄧ,郪
ㄆㄧˊ,郫
1.ㄉㄨ2.ㄉㄡ,都
ㄩㄣˋ,鄆
ㄧㄢˇ,郾
ㄇㄟˊ,郿
ㄖㄨㄛˋ,鄀
ㄩˇ,鄅
ㄏㄡˊ,鄇
ㄕㄨ,鄃
ㄒㄧㄤ＊ㄒㄧㄤˋ＊ㄒㄧㄤˇ,鄉
ㄩㄥ,郺
1.ㄏㄠˋ2.ㄑㄧㄠ,鄗
ㄔㄨˋ,鄐
ㄐㄧㄣˋ,鄑
ㄓㄤ,鄣
ㄩㄥ,鄘
ㄈㄨ,鄜
ㄓㄨㄢ,鄟
ㄧㄢ,鄢
ㄧㄣˊ,鄞
ㄅㄧˇ,鄙
ㄇㄢˋ,鄤
ㄅㄧˋ,鄨
ㄆㄛˊ,鄱
ㄎㄨㄞˋ,鄶
ㄗㄡ,鄹
ㄎㄨㄤˋ,鄺
ㄌㄧˋ,酈
ㄗㄢˋ,酇
1.ㄉㄧㄥˇ2.ㄉㄧㄥ,酊
ㄍㄢ,酐
ㄧˊ,酏
ㄉㄢ＊ㄓㄣˋ,酖
ㄊㄡˊ,酘
ㄏㄢ,酣
1.ㄗㄨㄛˋ2.ㄘㄨˋ,酢
ㄇㄧㄥˊ,酩
ㄌㄨㄛˋ,酪
ㄒㄧㄠˋ,酵
ㄔㄨㄛˋ,醊
ㄘㄨˋ,醋
ㄧㄢ,醃
ㄊㄧˊ,醍
ㄒㄧㄥˇ,醒
ㄑㄩㄢˊ,醛
ㄩˋ,醧
ㄧ,醫
ㄆㄛˋ,醱
ㄆㄨˊ,醭
ㄧˋ,醷
ㄧˋ,醳
ㄙ＊ㄌㄧˊ,釃
ㄘㄞˇ,采
ㄕˋ,釋
1.ㄓㄨㄥˋ2.ㄔㄨㄥˊ,重
1.ㄌㄧㄤˋ2.ㄌㄧㄤˊ,量
1.ㄌㄧˊ2.ㄒㄧ,釐
1.ㄉㄧㄥ2.ㄉㄧㄥˋ,釘
ㄌㄧㄠˇ,釕
ㄏㄢˋ,釬
ㄍㄤ,釭
ㄉㄧˋ,釱
ㄎㄡˋ,釦
ㄈㄢˊ,釩
ㄔㄨㄢˋ,釧
ㄕㄢ,釤
1.ㄒㄧㄥˊ2.ㄐㄧㄢ,鈃
1.ㄆㄚˊ2.ㄅㄚ,鈀
ㄆㄧˊ,鈚
ㄔㄠ,鈔
ㄙㄜˋ,鈒
ㄧㄣˊ,釿
ㄧㄢˊ,鈆
ㄊㄚ＊ㄊㄨㄛˊ,鉈
ㄋㄧˊ,鈮
1.ㄍㄨˇ2.ㄍㄨ,鈷
ㄩㄝˋ,鉞
ㄕㄨˋ,鉥
ㄅㄚˊ,鈸
ㄔㄨˊ,鉏
ㄐㄧㄚˇ,鉀
ㄧㄡˋ,鈾
ㄉㄧㄢˋ,鈿
ㄑㄧㄢˊ,鉆
ㄅㄠˋ,鉋
ㄍㄡ,鉤
1.ㄑㄧㄢ2.ㄧㄢˊ,鉛
1.ㄆㄧ2.ㄆㄧˊ,鈹
ㄐㄧㄠˇ,鉸
ㄦˇ,鉺
1.ㄧㄠˊ2.ㄉㄧㄠˋ3.ㄊㄧㄠˊ,銚
ㄧˊ,鉹
ㄓㄨ,銖
ㄒㄧㄢˇ,銑
ㄒㄧㄢ,銛
ㄍㄜˋ,鉻
ㄏㄜˊ,鉿
ㄏㄡˊ,銗
ㄑㄩㄥ,銎
1.ㄊㄧˋ2.ㄊㄧ,銻
ㄖㄨㄟˋ,銳
ㄑㄧㄣˇ,鋟
1.ㄐㄩ2.ㄐㄩˊ,鋦
1.ㄆㄨ2.ㄆㄨˋ,鋪
ㄨˊ,鋙
ㄒㄩㄢ,鋗
ㄨˊ,鋘
ㄌㄩˇ,鋁
ㄊㄧㄥˇ,鋌
ㄨˋ,鋈
ㄆㄡˊ,
1.ㄔㄨㄣˊ2.ㄉㄨㄟˋ,錞
ㄐㄩㄢˋ,錈
1.ㄊㄢˊ2.ㄒㄧㄢ,錟
ㄐㄩˋ＊ㄐㄩ,鋸
ㄧㄚˋ,錏
ㄘㄨㄛˋ,錯
1.ㄑㄧㄢˊ2.ㄐㄧㄢˇ,錢
ㄑㄧˊ,錡
1.ㄍㄤ2.ㄍㄤˋ,鋼
ㄎㄜˋ,錁
ㄒㄧˊ,錫
ㄊㄠˊ,錭
ㄌㄨˋ,錄
ㄧㄢˊ,鋋
ㄔㄨㄟˊ,錘
ㄔㄣˇ,鍖
ㄓㄣ,鍼
ㄉㄧ,鍉
ㄑㄧㄝˋ,鍥
ㄅㄤˋ,鎊
1.ㄏㄠˋ2.ㄍㄠˇ,鎬
ㄍㄜˊ,鎘
ㄋㄡˋ,鎒
ㄎㄞˇ,鎧
ㄔㄨㄟˊ,鎚
ㄨ,鎢
1.ㄆㄧˋ2.ㄅㄧˋ,鎞
ㄓㄣˋ,鎮
1.ㄑㄧㄤ2.ㄔㄥ,鎗
ㄩㄥ,鏞
ㄒㄩㄢˋ,鏇
ㄗㄨˊ,鏃
ㄏㄨㄟˋ,鏏
1.ㄑㄧㄤˇ2.ㄑㄧㄤ,鏹
ㄌㄧㄢˋ,鏈
ㄡ,鏂
ㄌㄧㄡˊ,鏐
ㄊㄤ,鏜
ㄌㄡˋ,鏤
ㄘㄨㄟ,鏙
ㄕㄚ,鎩
ㄠˊ,鏊
ㄗㄢˋ,鏨
ㄊㄤ,鐋
ㄉㄨㄣ＊ㄉㄨㄟˋ,鐓
ㄉㄥˋ＊ㄉㄥ,鐙
ㄊㄢˊ,鐔
ㄒㄧㄢˋ,鏾
ㄌㄧㄠˊ,鐐
ㄐㄧㄢˋ,
ㄐㄧㄠ,鐎
ㄐㄧ,鐖
1.ㄉㄤ2.ㄔㄥ,鐺
ㄐㄩˋ,鐻
ㄍㄚˊ,
ㄓㄨㄛˊ,鐲
ㄐㄩㄢ,鐫
1.ㄒㄩ2.ㄖㄨˊ,鑐
ㄑㄧㄥ,鑋
ㄒㄧㄤ,鑲
ㄌㄢˊ,鑭
ㄧㄠˋ,鑰
ㄘㄨㄢˋ,
ㄒㄧ,鑴
1.ㄗㄨㄢ2.ㄗㄨㄢˋ,鑽
ㄗㄠˊ,鑿
1.ㄔㄤˊ2.ㄓㄤˇ,長
ㄕㄢˇ,閃
ㄈㄤ,閍
1.ㄐㄧㄢ2.ㄐㄧㄢˋ,間
ㄒㄧㄢˊ＊ㄐㄧㄢ＊ㄐㄧㄢˋ,閒
ㄒㄧㄚˇ,閜
ㄓㄚˊ,閘
ㄏㄜˊ,閡
ㄇㄧㄣˇ,閩
ㄍㄜˊ＊ㄍㄜ,閣
1.ㄍㄜˊ2.ㄏㄜˊ,閤
ㄌㄤˇ,閬
ㄎㄨㄣˇ,閫
1.ㄜˋ2.ㄧㄢ,閼
ㄩˋ,閾
ㄧㄢ,閹
ㄔㄤ,閶
ㄧㄢˊ,閻
1.ㄢˋ2.ㄢ,闇
ㄑㄩㄝˋ,闋
ㄧㄣ,闉
ㄕㄜˊ,闍
ㄨㄣˊ,闅
ㄅㄢˇ,闆
1.ㄑㄩㄝˋ2.ㄑㄩㄝ,闕
ㄔㄨㄤˇ,闖
ㄎㄞˇ,闓
ㄊㄤˊ,闛
ㄍㄨㄢ,關
ㄎㄢˋ,闞
ㄔㄢˇ,闡
ㄏㄨㄟˋ,闠
1.ㄒㄧˋ2.ㄊㄚˋ,闟
1.ㄓˋ2.ㄧˇ＊ㄊㄨㄛˊ,阤
ㄑㄧㄢ,阡
ㄎㄥ,阬
ㄖㄨㄢˇ,阮
ㄐㄧㄥˇ,阱
ㄜˋ,阨
ㄊㄨㄛˊ,陀
1.ㄜ2.ㄚ,阿
ㄉㄧㄢˋ,阽
1.ㄆㄧˊ2.ㄆㄛ,陂
ㄈㄨˋ,附
ㄉㄨㄛˋ,陏
ㄉㄨㄛˋ,陊
1.ㄐㄧㄤˋ2.ㄒㄧㄤˊ,降
ㄩㄢˋ,院
ㄒㄧㄥˊ,陘
ㄓˋ,陟
ㄔㄨˊ,除
ㄔㄣˊ＊ㄓㄣˋ,陳
1.ㄌㄨˋ2.ㄌㄧㄡˋ,陸
ㄑㄧˊ,陭
1.ㄊㄠˊ2.ㄧㄠˊ,陶
ㄒㄧㄢˋ,陷
ㄧㄣ＊ㄧㄣˋ＊ㄢ,陰
ㄉㄨㄟˋ＊ㄓㄨㄟˋ,隊
ㄙㄨㄟˊ,隋
ㄖㄥˊ,陾
ㄊㄧˊ,隄
ㄨㄟ,隈
ㄩˊ,隃
ㄞˋ,隘
ㄍㄜˊ,隔
ㄩㄣˇ,隕
ㄑㄧˊ,隑
ㄨㄟˇ,隗
ㄓㄤˋ,障
ㄙㄨㄟˋ,隧
ㄩˋ＊ㄠˋ,隩
ㄒㄧㄢˇ,險
ㄧㄣˇ,隱
ㄌㄧˋ,隸
ㄓㄨㄟ,隹
ㄓㄨㄣˇ,隼
ㄑㄩㄝˋ,雀
ㄍㄨˋ,雇
1.ㄧㄚˇ2.ㄧㄚ,雅
ㄑㄧㄣˊ,雂
ㄩㄥ,雍
ㄐㄩ,雎
ㄓˋ,雉
ㄍㄡˋ,雊
ㄐㄩㄢˋ＊ㄐㄩㄣˋ,雋
ㄘ,雌
ㄙㄨㄟ,雖
ㄍㄨㄢˋ,雚
ㄔㄨˊ,雛
ㄩㄥ,雝
ㄕㄨㄤ,雙
ㄏㄨㄛˋ,雘
ㄒㄧ,巂
ㄌㄧˊ,離
1.ㄋㄢˊ2.ㄋㄢˋ3.ㄋㄨㄛˊ,難
1.ㄩˇ2.ㄩˋ,雨
ㄒㄩㄝˇ,雪
ㄩˊ,雩
ㄆㄤˊ,雱
ㄌㄟˊ,雷
ㄅㄠˊ,雹
ㄌㄧㄥˊ,零
ㄒㄩ,需
ㄓㄚˊ,霅
ㄓㄣˋ,震
ㄇㄛˋ,霢
ㄆㄧ,霹
1.ㄅㄚˋ2.ㄆㄛˋ,霸
1.ㄌㄨˋ2.ㄌㄡˋ,露
ㄇㄥˊ,霿
ㄞˇ,靄
ㄏㄨㄛˋ,靃
ㄞˋ,靉
